"id","user_id","activity_type_id","quantity","note","pt_id","branch_id","shift_id","points","created_at","updated_at","flagged"
"1","54","29","1",,"12",,,"3.00","""2026-03-30T02:17:35.378Z""","""2026-03-30T02:17:47.241Z""","false"
